index,utterance_id,audio_name,duration,wer,transcript,entity_count,entities
10,utt_id_test_000011,VietMed_028,6.0,0.259259,mang tính cập nhật cao và là cô nối giải đáp kịp thời mọi thắc mắc về sức khỏe cho cộng đồng hữu,3,"[{""text"": ""cao"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.996074, ""start"": 19, ""end"": 22}, {""text"": ""cô"", ""label"": ""GENDER"", ""score"": 0.974051, ""start"": 29, ""end"": 31}, {""text"": ""kịp thời"", ""label"": ""DATETIME"", ""score"": 0.992256, ""start"": 45, ""end"": 53}]"
11,utt_id_test_000012,VietMed_028,5.0,0.315789,y tế dạ đây là một loại hình mà các vư khách và người bệnh sẽ đem lại một,0,[]
12,utt_id_test_000013,VietMed_028,6.0,0.296296,định hướng của bệnh viện mà hình khức này còn rất phần thuốc đẩy sự phát triển dư lịch của thành phố phối hợp với chăm sóc số,4,"[{""text"": ""bệnh viện"", ""label"": ""LOCATION"", ""score"": 0.976372, ""start"": 15, ""end"": 24}, {""text"": ""thuốc"", ""label"": ""DRUGCHEMICAL"", ""score"": 0.996649, ""start"": 55, ""end"": 60}, {""text"": ""thành phố"", ""label"": ""LOCATION"", ""score"": 0.975316, ""start"": 91, ""end"": 100}, {""text"": ""chăm sóc"", ""label"": ""PERSONALCARE"", ""score"": 0.982196, ""start"": 114, ""end"": 122}]"
13,utt_id_test_000014,VietMed_028,6.0,0.115385,nhân ung thư trong đó ung thư liên quan đến đường tiêu hóa là một trong những loại ung thư có nguy cơ hình thành huyết khối,5,"[{""text"": ""ung thư"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998848, ""start"": 5, ""end"": 12}, {""text"": ""ung thư"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998802, ""start"": 22, ""end"": 29}, {""text"": ""đường tiêu hóa"", ""label"": ""ORGAN"", ""score"": 0.99677, ""start"": 44, ""end"": 58}, {""text"": ""ung thư"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998833, ""start"": 83, ""end"": 90}, {""text"": ""huyết"", ""label"": ""ORGAN"", ""score"": 0.996985, ""start"": 113, ""end"": 118}]"
14,utt_id_test_000015,VietMed_028,6.0,0.434783,đường vị tằm sát sức khỏe chia sâu y tính cho vô khách là cách cá nhân tổ chức và dân nghiệp,0,[]
15,utt_id_test_000016,VietMed_028,6.0,0.24,khác biệt giữa hai trăng nếu có trăng huyết khối và trăng không huyết khối thì có thể thấy sự khác biệt giữa hai,2,"[{""text"": ""huyết"", ""label"": ""ORGAN"", ""score"": 0.992651, ""start"": 38, ""end"": 43}, {""text"": ""huyết"", ""label"": ""ORGAN"", ""score"": 0.988789, ""start"": 64, ""end"": 69}]"
16,utt_id_test_000017,VietMed_028,7.0,0.222222,về bán thân và rộng hơn là vì sức khỏe cộng đồng thưa quý vị tại việt năm thuyên tắc huyết khối tính mạch là bệnh mạch,3,"[{""text"": ""tắc huyết khối"", ""label"": ""DISEASESYMTOM"", ""score"": 0.95699, ""start"": 81, ""end"": 95}, {""text"": ""mạch"", ""label"": ""ORGAN"", ""score"": 0.997538, ""start"": 101, ""end"": 105}, {""text"": ""bệnh mạch"", ""label"": ""DISEASESYMTOM"", ""score"": 0.991592, ""start"": 109, ""end"": 118}]"
17,utt_id_test_000018,VietMed_028,9.0,0.0625,các bạn cùng đón xem để hiểu rõ hơn các vấn đề về sức khỏe,0,[]
18,utt_id_test_000019,VietMed_028,6.0,0.192308,khỏe bên cạnh đó thì cũng đáp ứng được nhu cầu của các công ty vu lịch lửa hành và cả vư khách trong và ngoài nước đến,1,"[{""text"": ""công ty"", ""label"": ""LOCATION"", ""score"": 0.691577, ""start"": 55, ""end"": 62}]"
19,utt_id_test_000020,VietMed_028,6.0,0.08,việc dự phòng thuyên tắc huyết khối tỉnh mạch là rất cần thiết và quan trọng trong đó người bệnh phẫu thuật tiêu hóa,4,"[{""text"": ""dự phòng thuyên"", ""label"": ""PREVENTIVEMED"", ""score"": 0.82273, ""start"": 5, ""end"": 20}, {""text"": ""tắc huyết khối"", ""label"": ""DISEASESYMTOM"", ""score"": 0.777434, ""start"": 21, ""end"": 35}, {""text"": ""mạch"", ""label"": ""ORGAN"", ""score"": 0.99306, ""start"": 41, ""end"": 45}, {""text"": ""phẫu thuật"", ""label"": ""SURGERY"", ""score"": 0.99654, ""start"": 97, ""end"": 107}]"
20,utt_id_test_000021,VietMed_028,5.0,0.375,khướng nhắc định nghĩ là máu thường từ dưới phần cha cơ thể và ngoài,2,"[{""text"": ""máu"", ""label"": ""ORGAN"", ""score"": 0.997898, ""start"": 25, ""end"": 28}, {""text"": ""cơ thể"", ""label"": ""ORGAN"", ""score"": 0.996686, ""start"": 53, ""end"": 59}]"
21,utt_id_test_000022,VietMed_028,5.0,0.25,tác huyết khối tỉnh mạch và xây dựng đột một chiến lực dự phòng hiệu quả cho người bệnh phẫu thuật tiêu quả,4,"[{""text"": ""huyết"", ""label"": ""ORGAN"", ""score"": 0.997444, ""start"": 4, ""end"": 9}, {""text"": ""tỉnh mạch"", ""label"": ""ORGAN"", ""score"": 0.803461, ""start"": 15, ""end"": 24}, {""text"": ""dự phòng"", ""label"": ""PREVENTIVEMED"", ""score"": 0.988624, ""start"": 55, ""end"": 63}, {""text"": ""phẫu thuật"", ""label"": ""SURGERY"", ""score"": 0.996102, ""start"": 88, ""end"": 98}]"
22,utt_id_test_000023,VietMed_028,8.0,0.241379,thẩm mỹ da của bệnh viện đã triển khai đa dạng dịch vụ điều trị các bệnh lý về da long tóc mống và thẩm mỹ,9,"[{""text"": ""thẩm mỹ"", ""label"": ""PERSONALCARE"", ""score"": 0.848571, ""start"": 0, ""end"": 7}, {""text"": ""da"", ""label"": ""ORGAN"", ""score"": 0.983077, ""start"": 8, ""end"": 10}, {""text"": ""bệnh viện"", ""label"": ""LOCATION"", ""score"": 0.975607, ""start"": 15, ""end"": 24}, {""text"": ""điều trị"", ""label"": ""TREATMENT"", ""score"": 0.998396, ""start"": 55, ""end"": 63}, {""text"": ""bệnh lý"", ""label"": ""DISEASESYMTOM"", ""score"": 0.997139, ""start"": 68, ""end"": 75}, {""text"": ""da"", ""label"": ""ORGAN"", ""score"": 0.997401, ""start"": 79, ""end"": 81}, {""text"": ""long"", ""label"": ""ORGAN"", ""score"": 0.978757, ""start"": 82, ""end"": 86}, {""text"": ""tóc"", ""label"": ""ORGAN"", ""score"": 0.99342, ""start"": 87, ""end"": 90}, {""text"": ""thẩm mỹ"", ""label"": ""PERSONALCARE"", ""score"": 0.83455, ""start"": 99, ""end"": 106}]"
23,utt_id_test_000024,VietMed_028,6.0,0.12,thưa quý vị chúng tôi vừa nhận được và rất nhiều những câu hỏi của quý vị từ đầu chương trình đến giờ trong lúc mà bác sĩ,2,"[{""text"": ""rất nhiều"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.994475, ""start"": 39, ""end"": 48}, {""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997889, ""start"": 115, ""end"": 121}]"
24,utt_id_test_000025,VietMed_028,7.0,0.230769,tóc huyết khối tiến mạch nhưng không được chẩn đoán và điều trị vì không có triệu chứng lâm sàng và dễ nhầm lẫn với các bệnh khác vì vậy cho,6,"[{""text"": ""huyết"", ""label"": ""ORGAN"", ""score"": 0.983847, ""start"": 4, ""end"": 9}, {""text"": ""khối tiến"", ""label"": ""DISEASESYMTOM"", ""score"": 0.82346, ""start"": 10, ""end"": 19}, {""text"": ""mạch"", ""label"": ""ORGAN"", ""score"": 0.85793, ""start"": 20, ""end"": 24}, {""text"": ""chẩn đoán"", ""label"": ""DIAGNOSTICS"", ""score"": 0.985006, ""start"": 42, ""end"": 51}, {""text"": ""điều trị"", ""label"": ""TREATMENT"", ""score"": 0.998388, ""start"": 55, ""end"": 63}, {""text"": ""triệu chứng"", ""label"": ""DISEASESYMTOM"", ""score"": 0.99869, ""start"": 76, ""end"": 87}]"
25,utt_id_test_000026,VietMed_028,5.0,0.333333,khoi tính mạch được khoảng ba tuần nhưng hiện tại tôi cảm thấy khá khỏe mạnh và,2,"[{""text"": ""mạch"", ""label"": ""ORGAN"", ""score"": 0.998228, ""start"": 10, ""end"": 14}, {""text"": ""khoảng ba tuần"", ""label"": ""DATETIME"", ""score"": 0.714965, ""start"": 20, ""end"": 34}]"
26,utt_id_test_000027,VietMed_028,7.0,0.28,không vừa rồi thưa quý vị thuyên tắc khối tỉnh mạch là căn bệnh có rất ít dấu hiệu cảnh báo bởi nguy hiểm nếu không được phát,3,"[{""text"": ""tắc khối tỉnh mạch"", ""label"": ""DISEASESYMTOM"", ""score"": 0.986147, ""start"": 33, ""end"": 51}, {""text"": ""rất ít"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.993242, ""start"": 67, ""end"": 73}, {""text"": ""cảnh báo"", ""label"": ""PREVENTIVEMED"", ""score"": 0.982385, ""start"": 83, ""end"": 91}]"
27,utt_id_test_000028,VietMed_028,7.0,0.185185,mắc thuyên tắc huyết khối tỉnh mạch hay không tôi cần chú ý những dấu hiệu gì để để phòng sống căn bệnh này và nếu mẹ,3,"[{""text"": ""thuyên tắc huyết khối tỉnh"", ""label"": ""DISEASESYMTOM"", ""score"": 0.909732, ""start"": 4, ""end"": 30}, {""text"": ""mạch"", ""label"": ""ORGAN"", ""score"": 0.972029, ""start"": 31, ""end"": 35}, {""text"": ""mẹ"", ""label"": ""GENDER"", ""score"": 0.884578, ""start"": 115, ""end"": 117}]"
28,utt_id_test_000029,VietMed_028,6.0,0.115385,cũng sẽ được dự phòng thương tắc huyết khối tỉnh mạch hay không hay là khi nào mới được dự phòng đây cũng là một câu hỏi,4,"[{""text"": ""dự phòng"", ""label"": ""PREVENTIVEMED"", ""score"": 0.991517, ""start"": 13, ""end"": 21}, {""text"": ""thương tắc huyết"", ""label"": ""DISEASESYMTOM"", ""score"": 0.931904, ""start"": 22, ""end"": 38}, {""text"": ""mạch"", ""label"": ""ORGAN"", ""score"": 0.972784, ""start"": 49, ""end"": 53}, {""text"": ""dự phòng"", ""label"": ""PREVENTIVEMED"", ""score"": 0.990695, ""start"": 88, ""end"": 96}]"
29,utt_id_test_000030,VietMed_028,5.0,0.105263,khác hay không nhờ bác sĩ giải thích cũng như tư vấn vâng ạ mời bác sĩ,3,"[{""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997851, ""start"": 19, ""end"": 25}, {""text"": ""tư vấn"", ""label"": ""PERSONALCARE"", ""score"": 0.993941, ""start"": 46, ""end"": 52}, {""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997836, ""start"": 64, ""end"": 70}]"
30,utt_id_test_000031,VietMed_028,6.0,0.421053,bác là trung sĩ anh chia sẻ chào bác sĩ năm nay tôi ba mươi tuổi mới mổ ruột hừa cách đây hai ngày và,8,"[{""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.993543, ""start"": 0, ""end"": 3}, {""text"": ""trung sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.996821, ""start"": 7, ""end"": 15}, {""text"": ""anh"", ""label"": ""GENDER"", ""score"": 0.928369, ""start"": 16, ""end"": 19}, {""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997662, ""start"": 33, ""end"": 39}, {""text"": ""năm nay"", ""label"": ""DATETIME"", ""score"": 0.991066, ""start"": 40, ""end"": 47}, {""text"": ""ba mươi tuổi"", ""label"": ""AGE"", ""score"": 0.934456, ""start"": 52, ""end"": 64}, {""text"": ""mổ ruột h"", ""label"": ""SURGERY"", ""score"": 0.861822, ""start"": 69, ""end"": 78}, {""text"": ""hai ngày"", ""label"": ""DATETIME"", ""score"": 0.996179, ""start"": 90, ""end"": 98}]"
31,utt_id_test_000032,VietMed_028,7.0,0.375,phát hiện sớm các loại ung thư tăm sóc các bệnh lý tăm sóc ung thư di truyền vấn khám tư vấn chuyên khoa nhau,6,"[{""text"": ""ung thư"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998895, ""start"": 23, ""end"": 30}, {""text"": ""bệnh lý"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998489, ""start"": 43, ""end"": 50}, {""text"": ""ung thư di truyền"", ""label"": ""DISEASESYMTOM"", ""score"": 0.994182, ""start"": 59, ""end"": 76}, {""text"": ""khám"", ""label"": ""DIAGNOSTICS"", ""score"": 0.973041, ""start"": 81, ""end"": 85}, {""text"": ""tư vấn"", ""label"": ""PERSONALCARE"", ""score"": 0.940283, ""start"": 86, ""end"": 92}, {""text"": ""chuyên khoa"", ""label"": ""LOCATION"", ""score"": 0.963632, ""start"": 93, ""end"": 104}]"
32,utt_id_test_000033,VietMed_028,6.0,0.111111,với một vùng lãnh thổ một quốc gia nào đó để có thể được trải nghiệm những dịch vụ chăm sóc sức khỏe nhất định và hệ,2,"[{""text"": ""quốc gia"", ""label"": ""LOCATION"", ""score"": 0.919033, ""start"": 26, ""end"": 34}, {""text"": ""chăm sóc"", ""label"": ""PERSONALCARE"", ""score"": 0.980825, ""start"": 83, ""end"": 91}]"
33,utt_id_test_000034,VietMed_028,5.0,0.111111,tôi khá lo lắng không biết mình có nằm trong diện là có đối tuổi nguy cơ,0,[]
34,utt_id_test_000035,VietMed_028,6.0,0.142857,vị với chủ đề ngày hôm nay tin rằng chúng ta sẽ nhận được rất nhiều những câu hỏi đến từ quý khán giả mặc,3,"[{""text"": ""ngày hôm nay"", ""label"": ""DATETIME"", ""score"": 0.99642, ""start"": 14, ""end"": 26}, {""text"": ""rất nhiều"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.994903, ""start"": 58, ""end"": 67}, {""text"": ""khán giả"", ""label"": ""OCCUPATION"", ""score"": 0.989337, ""start"": 93, ""end"": 101}]"
35,utt_id_test_000036,VietMed_028,6.0,0.142857,giày cô năm nay đã gần sáu mươi tuổi xin hỏi cô có phải là đối tượng nguy cơ cao của thuyên tóc hoặc,6,"[{""text"": ""cô"", ""label"": ""GENDER"", ""score"": 0.968557, ""start"": 5, ""end"": 7}, {""text"": ""năm nay"", ""label"": ""DATETIME"", ""score"": 0.992065, ""start"": 8, ""end"": 15}, {""text"": ""gần sáu mươi tuổi"", ""label"": ""AGE"", ""score"": 0.825033, ""start"": 19, ""end"": 36}, {""text"": ""cô"", ""label"": ""GENDER"", ""score"": 0.970158, ""start"": 45, ""end"": 47}, {""text"": ""cao"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.996502, ""start"": 77, ""end"": 80}, {""text"": ""tóc"", ""label"": ""ORGAN"", ""score"": 0.994247, ""start"": 92, ""end"": 95}]"
36,utt_id_test_000037,VietMed_028,5.0,0.291667,muốn cung cấp dẫn thôn tin y tế sức khỏe chính thống đến từ các chuyên gia với bệnh dậy kinh,2,"[{""text"": ""chuyên gia"", ""label"": ""OCCUPATION"", ""score"": 0.994387, ""start"": 64, ""end"": 74}, {""text"": ""dậy kinh"", ""label"": ""DISEASESYMTOM"", ""score"": 0.997786, ""start"": 84, ""end"": 92}]"
37,utt_id_test_000038,VietMed_028,6.0,0.321429,nghiên cứu và bảo quốc tế từ nội sôi chất và tạo hình dạ dày thực quản điều trị ung thư dạ dày ung thư,7,"[{""text"": ""nghiên cứu"", ""label"": ""DIAGNOSTICS"", ""score"": 0.987948, ""start"": 0, ""end"": 10}, {""text"": ""dạ dày"", ""label"": ""ORGAN"", ""score"": 0.997465, ""start"": 54, ""end"": 60}, {""text"": ""thực quản"", ""label"": ""ORGAN"", ""score"": 0.996401, ""start"": 61, ""end"": 70}, {""text"": ""điều trị"", ""label"": ""TREATMENT"", ""score"": 0.998322, ""start"": 71, ""end"": 79}, {""text"": ""ung thư dạ"", ""label"": ""DISEASESYMTOM"", ""score"": 0.913639, ""start"": 80, ""end"": 90}, {""text"": ""dày"", ""label"": ""ORGAN"", ""score"": 0.978343, ""start"": 91, ""end"": 94}, {""text"": ""ung thư"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998723, ""start"": 95, ""end"": 102}]"
38,utt_id_test_000039,VietMed_028,6.0,0.130435,thuyên tắc huyết khối tỉnh mạch trên người bệnh phẫu thuật tiêu hóa cũng như nhận biết được nguy cơ và dự phẫu,3,"[{""text"": ""thuyên tắc huyết khối tỉnh"", ""label"": ""DISEASESYMTOM"", ""score"": 0.897409, ""start"": 0, ""end"": 26}, {""text"": ""mạch"", ""label"": ""ORGAN"", ""score"": 0.809297, ""start"": 27, ""end"": 31}, {""text"": ""phẫu thuật"", ""label"": ""SURGERY"", ""score"": 0.996956, ""start"": 48, ""end"": 58}]"
39,utt_id_test_000040,VietMed_028,6.0,0.458333,phẫu thuật tạo hình hầm mặt những trường hợp bị lệnh lạc xương hàm trăm trông hay cần phải thay đổi phẫu thuật kích thích não sâu,5,"[{""text"": ""phẫu thuật tạo hình hầ"", ""label"": ""SURGERY"", ""score"": 0.906015, ""start"": 0, ""end"": 22}, {""text"": ""mặt"", ""label"": ""ORGAN"", ""score"": 0.496386, ""start"": 24, ""end"": 27}, {""text"": ""lạc"", ""label"": ""DISEASESYMTOM"", ""score"": 0.982341, ""start"": 53, ""end"": 56}, {""text"": ""xương hàm"", ""label"": ""ORGAN"", ""score"": 0.970264, ""start"": 57, ""end"": 66}, {""text"": ""phẫu thuật kích thích não sâu"", ""label"": ""SURGERY"", ""score"": 0.996566, ""start"": 100, ""end"": 129}]"
40,utt_id_test_000041,VietMed_028,6.0,0.269231,phòng sâu tim không biết liệu của nguy hiểm hay không và liệu tiêm thuốc dự phòng có an toàn hay không có,4,"[{""text"": ""phòng"", ""label"": ""LOCATION"", ""score"": 0.418348, ""start"": 0, ""end"": 5}, {""text"": ""tim"", ""label"": ""ORGAN"", ""score"": 0.774938, ""start"": 10, ""end"": 13}, {""text"": ""tiêm thuốc"", ""label"": ""TREATMENT"", ""score"": 0.851025, ""start"": 62, ""end"": 72}, {""text"": ""dự phòng"", ""label"": ""PREVENTIVEMED"", ""score"": 0.965672, ""start"": 73, ""end"": 81}]"
41,utt_id_test_000042,VietMed_028,7.0,0.25,để dễ chịu hưng để hài lòng hưng không ngại để có điểm số tốt hơn và quan trọng là không ngại để khỏe bao giờ,1,"[{""text"": ""điểm số tốt"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.829889, ""start"": 50, ""end"": 61}]"
42,utt_id_test_000043,VietMed_028,6.0,0.125,thường gặp chỉ sau nhờ bấu cơ tim cấp tính và đột quỵ phần lớn trường hợp người mắc bệnh thuyên tắc huyết,5,"[{""text"": ""bấu cơ tim"", ""label"": ""DIAGNOSTICS"", ""score"": 0.693018, ""start"": 23, ""end"": 33}, {""text"": ""đột quỵ"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998809, ""start"": 46, ""end"": 53}, {""text"": ""mắc bệnh"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998665, ""start"": 80, ""end"": 88}, {""text"": ""thuyên tắc"", ""label"": ""DISEASESYMTOM"", ""score"": 0.763978, ""start"": 89, ""end"": 99}, {""text"": ""huyết"", ""label"": ""ORGAN"", ""score"": 0.976133, ""start"": 100, ""end"": 105}]"
43,utt_id_test_000044,VietMed_028,6.0,0.375,người bệnh phẫu thuật tiêu hóa và nguy cơ mắc bệnh,2,"[{""text"": ""phẫu thuật"", ""label"": ""SURGERY"", ""score"": 0.996786, ""start"": 11, ""end"": 21}, {""text"": ""mắc bệnh"", ""label"": ""DISEASESYMTOM"", ""score"": 0.993196, ""start"": 42, ""end"": 50}]"
44,utt_id_test_000045,VietMed_028,6.0,0.318182,nghiệm trong chi khoa mọi tiêu hóa là chuyên gia trong lĩnh vực phẫu thuật nội sôi già dày thực quản và đại trực trạng,4,"[{""text"": ""chi khoa"", ""label"": ""SURGERY"", ""score"": 0.573902, ""start"": 13, ""end"": 21}, {""text"": ""chuyên gia"", ""label"": ""OCCUPATION"", ""score"": 0.994146, ""start"": 38, ""end"": 48}, {""text"": ""phẫu thuật nội"", ""label"": ""SURGERY"", ""score"": 0.90499, ""start"": 64, ""end"": 78}, {""text"": ""thực quản"", ""label"": ""ORGAN"", ""score"": 0.995473, ""start"": 91, ""end"": 100}]"
45,utt_id_test_000046,VietMed_028,5.0,0.388889,tim sẽ được tống khối khối này lên theo cái đồng mạch phổi nó gây thuyết,3,"[{""text"": ""tim"", ""label"": ""ORGAN"", ""score"": 0.996889, ""start"": 0, ""end"": 3}, {""text"": ""đồng mạch"", ""label"": ""ORGAN"", ""score"": 0.916551, ""start"": 44, ""end"": 53}, {""text"": ""phổi"", ""label"": ""ORGAN"", ""score"": 0.985725, ""start"": 54, ""end"": 58}]"
46,utt_id_test_000047,VietMed_028,6.0,0.263158,đến với chủ đề tối ưu hóa quản lý khí khối cho bệnh nhân ngoại trú sau xuất viện và xin được gọi,3,"[{""text"": ""tối"", ""label"": ""DATETIME"", ""score"": 0.957444, ""start"": 15, ""end"": 18}, {""text"": ""bệnh nhân ngoại trú"", ""label"": ""OCCUPATION"", ""score"": 0.924221, ""start"": 47, ""end"": 66}, {""text"": ""xuất viện"", ""label"": ""DISEASESYMTOM"", ""score"": 0.566209, ""start"": 71, ""end"": 80}]"
