index,utterance_id,audio_name,duration,wer,transcript,entity_count,entities
10,utt_id_train_000011,VietMed_011,5.0,0.0,gây ra ảnh hưởng đến các cái chất lượng và về lâu về dài khi mà chúng ta cứ tích lũy đi tích lũy lại như vậy thì bản thân,1,"[{""text"": ""về lâu về dài"", ""label"": ""DATETIME"", ""score"": 0.996986, ""start"": 43, ""end"": 56}]"
11,utt_id_train_000012,VietMed_011,5.0,0.0,thời gian quanh năm thì rất là khỏe mạnh nhưng mà khi mà thay đổi thời tiết thì tự nhiên cơ thể mình trở nên lại rất là,2,"[{""text"": ""thời gian"", ""label"": ""DATETIME"", ""score"": 0.995855, ""start"": 0, ""end"": 9}, {""text"": ""cơ thể"", ""label"": ""ORGAN"", ""score"": 0.997878, ""start"": 89, ""end"": 95}]"
12,utt_id_train_000013,VietMed_011,6.0,0.0,đầu tiên chúng tôi khuyên là như vậy và cái thứ hai nữa là có lẽ là bác nên có một cái đai thắt lưng để mình bảo vệ cái,3,"[{""text"": ""cái thứ hai"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.996053, ""start"": 40, ""end"": 51}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996293, ""start"": 68, ""end"": 71}, {""text"": ""thắt lưng"", ""label"": ""ORGAN"", ""score"": 0.990921, ""start"": 91, ""end"": 100}]"
13,utt_id_train_000014,VietMed_011,6.0,0.0,cái chế độ sinh hoạt một cách phù hợp và dựa trên những cái mô tả như thế này sơ bộ chúng tôi cũng cảm giác rằng là cái,0,[]
14,utt_id_train_000015,VietMed_011,6.0,0.0,một số các cái giải pháp điều trị nó vừa tin cậy với mình vừa an toàn với mình mà nó có thể đồng hành với mình trong cái,1,"[{""text"": ""điều trị"", ""label"": ""TREATMENT"", ""score"": 0.998353, ""start"": 25, ""end"": 33}]"
15,utt_id_train_000016,VietMed_011,5.0,0.0,ra là vô là nằm bẹp luôn ở lại đi chụp hình cột sống thì bác sĩ kết luận nói là,3,"[{""text"": ""chụp hình cột sống"", ""label"": ""MEDDEVICETECHNIQUE"", ""score"": 0.947578, ""start"": 34, ""end"": 52}, {""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997737, ""start"": 57, ""end"": 63}, {""text"": ""kết luận"", ""label"": ""PREVENTIVEMED"", ""score"": 0.973429, ""start"": 64, ""end"": 72}]"
16,utt_id_train_000017,VietMed_011,6.0,0.0,như này thì người ta lại hoàn toàn có thể làm tất cả những cái việc như vậy thế cho nên là cái việc mà chúng ta đến thăm khám để có cái phác đồ điều trị,3,"[{""text"": ""thăm khám"", ""label"": ""TREATMENT"", ""score"": 0.997304, ""start"": 116, ""end"": 125}, {""text"": ""phác đồ"", ""label"": ""MEDDEVICETECHNIQUE"", ""score"": 0.984626, ""start"": 136, ""end"": 143}, {""text"": ""điều trị"", ""label"": ""TREATMENT"", ""score"": 0.998359, ""start"": 144, ""end"": 152}]"
17,utt_id_train_000018,VietMed_011,5.0,0.0,muốn hỗ trợ giảm đau xương khớp thoái hóa nói chung thì phải đáp ứng được ba,4,"[{""text"": ""hỗ trợ"", ""label"": ""MEDDEVICETECHNIQUE"", ""score"": 0.992678, ""start"": 5, ""end"": 11}, {""text"": ""đau"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998242, ""start"": 17, ""end"": 20}, {""text"": ""xương khớp"", ""label"": ""ORGAN"", ""score"": 0.997344, ""start"": 21, ""end"": 31}, {""text"": ""thoái hóa"", ""label"": ""DISEASESYMTOM"", ""score"": 0.99639, ""start"": 32, ""end"": 41}]"
18,utt_id_train_000019,VietMed_011,7.0,0.0,sẽ phải cần để làm những cái thăm dò để có thể khẳng định xem là liệu mình có các cái cái cái nghi ngờ hoặc là là một,1,"[{""text"": ""nghi ngờ"", ""label"": ""PREVENTIVEMED"", ""score"": 0.97382, ""start"": 94, ""end"": 102}]"
19,utt_id_train_000020,VietMed_011,7.0,0.0,động nhưng không nên đi lại nhiều nghĩa là gì chúng ta nên tập tại chỗ thôi bác ngồi tại chỗ bác tập bác nằm tại chỗ bác,7,"[{""text"": ""đi lại nhiều"", ""label"": ""PERSONALCARE"", ""score"": 0.990993, ""start"": 21, ""end"": 33}, {""text"": ""tập tại chỗ"", ""label"": ""PERSONALCARE"", ""score"": 0.984874, ""start"": 59, ""end"": 70}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996543, ""start"": 76, ""end"": 79}, {""text"": ""ngồi tại chỗ"", ""label"": ""PERSONALCARE"", ""score"": 0.985356, ""start"": 80, ""end"": 92}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996586, ""start"": 93, ""end"": 96}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.995625, ""start"": 101, ""end"": 104}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996242, ""start"": 117, ""end"": 120}]"
20,utt_id_train_000021,VietMed_011,6.0,0.0,cái tình trạng này không ạ đúng là một cái vấn đề này khá là khá là phổ biến đặc biệt là trong những cái thời gian,1,"[{""text"": ""thời gian"", ""label"": ""DATETIME"", ""score"": 0.996062, ""start"": 105, ""end"": 114}]"
21,utt_id_train_000022,VietMed_011,6.0,0.0,biểu hiện của cái thoái hóa cột sống của chúng ta dường như nó không phải là quá không phải ở những giai đoạn rất là sớm,1,"[{""text"": ""thoái hóa cột sống"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998818, ""start"": 18, ""end"": 36}]"
22,utt_id_train_000023,VietMed_011,6.0,0.0,biểu hiện đau nhức xương khớp nó ở từ những cái lứa tuổi rất là sớm tránh nó,2,"[{""text"": ""đau nhức"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998748, ""start"": 10, ""end"": 18}, {""text"": ""xương khớp"", ""label"": ""ORGAN"", ""score"": 0.997058, ""start"": 19, ""end"": 29}]"
23,utt_id_train_000024,VietMed_011,6.0,0.047619,nhiều sức khỏe vâng mỗi người thì lại có một cái vấn đề khác nhau tuy nhiên thì bệnh xương trình,1,"[{""text"": ""bệnh xương"", ""label"": ""DISEASESYMTOM"", ""score"": 0.994047, ""start"": 80, ""end"": 90}]"
24,utt_id_train_000025,VietMed_011,7.0,0.0,của tôi với bác sĩ ạ thì chắc chắn là nhiều người có những cái thắc mắc liên quan tới bệnh xương khớp rồi và vừa rồi,2,"[{""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.99797, ""start"": 12, ""end"": 18}, {""text"": ""bệnh xương khớp"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998252, ""start"": 86, ""end"": 101}]"
25,utt_id_train_000026,VietMed_011,6.0,0.185185,rất là nhỏ bên trong cột sống này trong các cái thân đốt sống này thì chính vì vậy cho nên quay ngược lại ta lại thêm những cái,1,"[{""text"": ""cột sống"", ""label"": ""ORGAN"", ""score"": 0.996563, ""start"": 21, ""end"": 29}]"
26,utt_id_train_000027,VietMed_011,6.0,0.0,cái việc vận động đều nó sẽ giúp cho các cái mạch máu nó nuôi dưỡng các cái xương khớp và mang lại các cái nhiệt lượng một,4,"[{""text"": ""mạch máu"", ""label"": ""ORGAN"", ""score"": 0.997155, ""start"": 45, ""end"": 53}, {""text"": ""nuôi dưỡng"", ""label"": ""TREATMENT"", ""score"": 0.996533, ""start"": 57, ""end"": 67}, {""text"": ""cái xương"", ""label"": ""ORGAN"", ""score"": 0.996112, ""start"": 72, ""end"": 81}, {""text"": ""khớp"", ""label"": ""ORGAN"", ""score"": 0.651264, ""start"": 82, ""end"": 86}]"
27,utt_id_train_000028,VietMed_011,7.0,0.0,của chúng ta cần phải đến cái thời điểm chúng ta phải chữa trị cũng như là đến khám bác sĩ rồi ạ cảm ơn cái câu hỏi của,3,"[{""text"": ""chữa trị"", ""label"": ""TREATMENT"", ""score"": 0.99793, ""start"": 54, ""end"": 62}, {""text"": ""khám"", ""label"": ""DIAGNOSTICS"", ""score"": 0.99182, ""start"": 79, ""end"": 83}, {""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.9978, ""start"": 84, ""end"": 90}]"
28,utt_id_train_000029,VietMed_011,7.0,0.222222,mình cái lời khuyên vâng xin hỏi bác sĩ trước hết thì cũng xin hỏi bác là bác muốn đặt câu hỏi gì cho mình,3,"[{""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997708, ""start"": 33, ""end"": 39}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996099, ""start"": 67, ""end"": 70}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996362, ""start"": 74, ""end"": 77}]"
29,utt_id_train_000030,VietMed_011,6.0,0.0,bệnh đau xương khớp thì nhiều người cũng bị tái phát vậy thì trong cái thời tiết hiện tại thì bác sĩ cũng lời khuyên nào,4,"[{""text"": ""đau"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998594, ""start"": 5, ""end"": 8}, {""text"": ""xương khớp"", ""label"": ""ORGAN"", ""score"": 0.996388, ""start"": 9, ""end"": 19}, {""text"": ""tái phát"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998672, ""start"": 44, ""end"": 52}, {""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997815, ""start"": 94, ""end"": 100}]"
30,utt_id_train_000031,VietMed_011,7.0,0.096774,khắc phục một trăm phần trăm đó là cái việc không thể tuy nhiên thì bác cũng có thể nghe theo bác sĩ và sử dụng những cái biện pháp nhẹ nhàng,3,"[{""text"": ""một trăm phần trăm"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.994941, ""start"": 10, ""end"": 28}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.995532, ""start"": 68, ""end"": 71}, {""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997715, ""start"": 94, ""end"": 100}]"
31,utt_id_train_000032,VietMed_011,6.0,0.0,mà tại sao không đi đường này tại sao lại đau thắt lưng nhiều như thế đau gối nhiều như thế đúng không ạ đấy là việc,4,"[{""text"": ""đau"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998474, ""start"": 42, ""end"": 45}, {""text"": ""thắt lưng"", ""label"": ""ORGAN"", ""score"": 0.992109, ""start"": 46, ""end"": 55}, {""text"": ""đau"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998397, ""start"": 70, ""end"": 73}, {""text"": ""gối"", ""label"": ""ORGAN"", ""score"": 0.992145, ""start"": 74, ""end"": 77}]"
32,utt_id_train_000033,VietMed_011,4.0,0.0,rất là nhiều chúng ta thấy nó có hiệu nghiệm cho nên là mình thấy là mình rất là tin tưởng cái sản phẩm tương tác,0,[]
33,utt_id_train_000034,VietMed_011,5.0,0.0,xương là vấn đề chắc chắn nó sẽ xảy ra rồi và bây giờ nó đang xảy ra rồi nếu mà vấp ngã lần nữa thì không chắc là lần,2,"[{""text"": ""xương"", ""label"": ""ORGAN"", ""score"": 0.998199, ""start"": 0, ""end"": 5}, {""text"": ""bây giờ"", ""label"": ""DATETIME"", ""score"": 0.99684, ""start"": 46, ""end"": 53}]"
34,utt_id_train_000035,VietMed_011,6.0,0.0,đấy chính là những cái hàng rào để giúp chúng ta ngăn chặn lại những cái tác động của cái việc mà thời tiết nó thay,1,"[{""text"": ""ngăn chặn"", ""label"": ""TREATMENT"", ""score"": 0.992351, ""start"": 49, ""end"": 58}]"
35,utt_id_train_000036,VietMed_011,5.0,0.5,của mình vừa rồi là phần hình chia sẻ của cái,0,[]
36,utt_id_train_000037,VietMed_011,6.0,0.0,gì rõ lắm nhưng mà về sau này nó lại ảnh hưởng nhiều hơn kể cả cái câu chuyện là gì ạ đôi khi là cái tư thế vận động tư thế,0,[]
37,utt_id_train_000038,VietMed_011,6.0,0.137931,mình lại ngồi một chỗ như vậy thì lại có ảnh hưởng đến cái vấn đề là cơ xương khớp để chúng ta thấy rằng là bao giờ cơ xương,3,"[{""text"": ""cơ xương khớp"", ""label"": ""ORGAN"", ""score"": 0.991808, ""start"": 69, ""end"": 82}, {""text"": ""cơ"", ""label"": ""ORGAN"", ""score"": 0.998187, ""start"": 116, ""end"": 118}, {""text"": ""xương"", ""label"": ""ORGAN"", ""score"": 0.605713, ""start"": 119, ""end"": 124}]"
38,utt_id_train_000039,VietMed_011,6.0,0.0,liên quan đến các cái bệnh lý hoặc là các cái biểu hiện của câu nói cuộc sống giống như bác mô tả đấy thì thực ra là,2,"[{""text"": ""bệnh lý"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998141, ""start"": 22, ""end"": 29}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996377, ""start"": 88, ""end"": 91}]"
39,utt_id_train_000040,VietMed_011,7.0,0.0,hợp này gót chân mà đau mà chúng ta xoa bóp vào đấy quá nhiều đặc biệt là xoa bóp các cái dầu nóng nữa thì rất rất là,5,"[{""text"": ""gót chân"", ""label"": ""ORGAN"", ""score"": 0.986282, ""start"": 8, ""end"": 16}, {""text"": ""đau"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998304, ""start"": 20, ""end"": 23}, {""text"": ""xoa bóp"", ""label"": ""TREATMENT"", ""score"": 0.989111, ""start"": 36, ""end"": 43}, {""text"": ""xoa bóp"", ""label"": ""TREATMENT"", ""score"": 0.987594, ""start"": 74, ""end"": 81}, {""text"": ""dầu nóng"", ""label"": ""DRUGCHEMICAL"", ""score"": 0.934906, ""start"": 90, ""end"": 98}]"
40,utt_id_train_000041,VietMed_011,7.0,0.0,thiện một cách tương đối rồi tránh tình trạng là nó làm cho nó nặng lên và cái thứ hai nữa là nếu mà chúng ta có thể đi,1,"[{""text"": ""cái thứ hai"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.995879, ""start"": 75, ""end"": 86}]"
41,utt_id_train_000042,VietMed_011,6.0,0.0,các nhà khoa học khi mà người ta nghiên cứu chính là để đi tìm câu trả lời cho cái câu hỏi này thì người ta cũng bắt,2,"[{""text"": ""nhà khoa học"", ""label"": ""OCCUPATION"", ""score"": 0.983969, ""start"": 4, ""end"": 16}, {""text"": ""nghiên cứu"", ""label"": ""DIAGNOSTICS"", ""score"": 0.985791, ""start"": 33, ""end"": 43}]"
42,utt_id_train_000043,VietMed_011,5.0,0.0,nào tôi cũng phải vịn lúc nào tôi cũng phải bán bởi vì sao chẳng may mình sẩy chân chẳng may mình có những câu chuyện,1,"[{""text"": ""chân"", ""label"": ""ORGAN"", ""score"": 0.996941, ""start"": 78, ""end"": 82}]"
43,utt_id_train_000044,VietMed_011,6.0,0.0,máu não và thông thường là nó thoáng qua chính vì vậy cho nên những cái trường hợp như vậy thì rất là dễ gây cho chúng,2,"[{""text"": ""máu"", ""label"": ""ORGAN"", ""score"": 0.997322, ""start"": 0, ""end"": 3}, {""text"": ""não"", ""label"": ""ORGAN"", ""score"": 0.994238, ""start"": 4, ""end"": 7}]"
44,utt_id_train_000045,VietMed_011,7.0,0.0,đoán chính xác là bệnh lý này của chúng ta là đã bị thoái hóa khớp hay chưa thoái hóa ở mức độ nào bệnh nguyên nhân,4,"[{""text"": ""bệnh lý"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998838, ""start"": 18, ""end"": 25}, {""text"": ""thoái hóa khớp"", ""label"": ""DISEASESYMTOM"", ""score"": 0.997819, ""start"": 52, ""end"": 66}, {""text"": ""thoái hóa"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998713, ""start"": 76, ""end"": 85}, {""text"": ""mức độ"", ""label"": ""UNITCALIBRATOR"", ""score"": 0.995002, ""start"": 88, ""end"": 94}]"
45,utt_id_train_000046,VietMed_011,6.0,0.0,ngón chân ngón tay lại hai khớp ở bả vai hai khớp nói chung các,5,"[{""text"": ""ngón chân"", ""label"": ""ORGAN"", ""score"": 0.99687, ""start"": 0, ""end"": 9}, {""text"": ""ngón tay"", ""label"": ""ORGAN"", ""score"": 0.996642, ""start"": 10, ""end"": 18}, {""text"": ""khớp"", ""label"": ""ORGAN"", ""score"": 0.996768, ""start"": 27, ""end"": 31}, {""text"": ""bả vai"", ""label"": ""ORGAN"", ""score"": 0.99646, ""start"": 34, ""end"": 40}, {""text"": ""khớp"", ""label"": ""ORGAN"", ""score"": 0.997332, ""start"": 45, ""end"": 49}]"
46,utt_id_train_000047,VietMed_011,5.0,0.178571,phần việc rồi thì những cái bác sĩ sau chỉ cần làm những cái việc nhó nhỏ gọi lại là nó đã ra cái vấn đề mà,1,"[{""text"": ""bác sĩ"", ""label"": ""OCCUPATION"", ""score"": 0.997977, ""start"": 28, ""end"": 34}]"
47,utt_id_train_000048,VietMed_011,5.0,0.230769,cái khí huyết nó lưu thông chậm chẳng hạn thì khi mà thay đổi thời tiết đặc biệt là chuyển sang trày lạnh thì cái khí huyết,3,"[{""text"": ""huyết"", ""label"": ""ORGAN"", ""score"": 0.997613, ""start"": 8, ""end"": 13}, {""text"": ""chậm"", ""label"": ""DISEASESYMTOM"", ""score"": 0.990082, ""start"": 27, ""end"": 31}, {""text"": ""huyết"", ""label"": ""ORGAN"", ""score"": 0.9976, ""start"": 118, ""end"": 123}]"
48,utt_id_train_000049,VietMed_011,5.0,0.0,mình chỉ dám những cái có thể giảm thôi còn những cái vẫn phải làm thì vẫn phải làm đúng không ạ thế thì bằng cách là gì,0,[]
49,utt_id_train_000050,VietMed_011,5.0,0.0,bệnh nó liên quan đến cái vùng cột sống cổ là chính những có những cái trường hợp liên quan đến cái vùng cổ tay và,3,"[{""text"": ""cột sống"", ""label"": ""ORGAN"", ""score"": 0.99589, ""start"": 31, ""end"": 39}, {""text"": ""vùng"", ""label"": ""ORGAN"", ""score"": 0.909935, ""start"": 100, ""end"": 104}, {""text"": ""cổ tay"", ""label"": ""ORGAN"", ""score"": 0.992399, ""start"": 105, ""end"": 111}]"
50,utt_id_train_000051,VietMed_011,6.0,0.0,mà nó rất là hữu ích cho những cái trường hợp mà điều trị thoái hóa khớp như của bác mà nó lại sử dụng một cách,3,"[{""text"": ""điều trị"", ""label"": ""TREATMENT"", ""score"": 0.998442, ""start"": 49, ""end"": 57}, {""text"": ""thoái hóa khớp"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998098, ""start"": 58, ""end"": 72}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996344, ""start"": 81, ""end"": 84}]"
51,utt_id_train_000052,VietMed_011,6.0,0.0,khắp nơi đấy nhưng mà không chẩn đoán ra bệnh hoặc là điều trị tất cả các kiểu khác nhau nhưng mà không ra được cái kết,2,"[{""text"": ""chẩn đoán"", ""label"": ""DIAGNOSTICS"", ""score"": 0.987902, ""start"": 28, ""end"": 37}, {""text"": ""điều trị"", ""label"": ""TREATMENT"", ""score"": 0.998513, ""start"": 54, ""end"": 62}]"
52,utt_id_train_000053,VietMed_011,5.0,0.0,gánh hết đó là cảm thấy buồn mà tuyệt vọng nữa hàng triệu việt nam đang phải,1,"[{""text"": ""việt nam"", ""label"": ""LOCATION"", ""score"": 0.984776, ""start"": 58, ""end"": 66}]"
53,utt_id_train_000054,VietMed_011,2.0,0.4,là chày máu não ạ,2,"[{""text"": ""chày máu"", ""label"": ""DISEASESYMTOM"", ""score"": 0.959951, ""start"": 3, ""end"": 11}, {""text"": ""não"", ""label"": ""ORGAN"", ""score"": 0.533545, ""start"": 12, ""end"": 15}]"
54,utt_id_train_000055,VietMed_011,6.0,0.0,nó mềm nó ôm được cái chân của chúng ta nó nâng đỡ cho cái chân của chúng ta và chúng tôi vẫn thường dùng một cái khẩu,3,"[{""text"": ""cái chân"", ""label"": ""ORGAN"", ""score"": 0.995778, ""start"": 18, ""end"": 26}, {""text"": ""nâng đỡ"", ""label"": ""PERSONALCARE"", ""score"": 0.969054, ""start"": 43, ""end"": 50}, {""text"": ""cái chân"", ""label"": ""ORGAN"", ""score"": 0.99524, ""start"": 55, ""end"": 63}]"
55,utt_id_train_000056,VietMed_011,7.0,0.0,là như lời khuyên ban đầu của chúng tôi là nên hạn chế một cách tối đa chính vì vậy cho nên là tối đa thôi chứ còn cái,2,"[{""text"": ""tối"", ""label"": ""DATETIME"", ""score"": 0.993741, ""start"": 64, ""end"": 67}, {""text"": ""tối"", ""label"": ""DATETIME"", ""score"": 0.993696, ""start"": 95, ""end"": 98}]"
56,utt_id_train_000057,VietMed_011,7.0,0.178571,ngan thận nó phải xử lý đào thải hoặc là gọi là chuyển hóa các cái chất này thì nó cũng lại trời chịu gáy nặng chứ không,2,"[{""text"": ""thận"", ""label"": ""ORGAN"", ""score"": 0.997602, ""start"": 5, ""end"": 9}, {""text"": ""chuyển hóa"", ""label"": ""DIAGNOSTICS"", ""score"": 0.990416, ""start"": 48, ""end"": 58}]"
57,utt_id_train_000058,VietMed_011,2.0,0.0,hay là có thường xuyên không ạ,1,"[{""text"": ""thường xuyên"", ""label"": ""DATETIME"", ""score"": 0.994645, ""start"": 10, ""end"": 22}]"
58,utt_id_train_000059,VietMed_011,6.0,0.0,đột ngột là mình phải có cái phòng ngừa trong trường hợp của bác thì lại càng phải cẩn thận hơn lúc nào mình cũng phải,3,"[{""text"": ""đột ngộ"", ""label"": ""DATETIME"", ""score"": 0.994555, ""start"": 0, ""end"": 7}, {""text"": ""phòng ngừa"", ""label"": ""PREVENTIVEMED"", ""score"": 0.993889, ""start"": 29, ""end"": 39}, {""text"": ""bác"", ""label"": ""AGE"", ""score"": 0.996476, ""start"": 61, ""end"": 64}]"
59,utt_id_train_000060,VietMed_011,6.0,0.0,không nên chúng ta lại còn ngâm nước nóng nữa thì cũng lại rất là không nên mà chúng ta nên gượng nhẹ nên tránh các,0,[]
60,utt_id_train_000061,VietMed_011,5.0,0.0,không hiểu đau đớn một tí nào cho đến bây giờ thì mình coi rất là là sung,2,"[{""text"": ""đau"", ""label"": ""DISEASESYMTOM"", ""score"": 0.998228, ""start"": 11, ""end"": 14}, {""text"": ""bây giờ"", ""label"": ""DATETIME"", ""score"": 0.995666, ""start"": 38, ""end"": 45}]"
61,utt_id_train_000062,VietMed_011,5.0,0.0,thông dụng thôi nhưng mà mọi người nên để ý để tránh cái tình trạng là các cái tác động nó cứ tích lũy ngày một ngày,1,"[{""text"": ""một ngày"", ""label"": ""DATETIME"", ""score"": 0.996108, ""start"": 108, ""end"": 116}]"
62,utt_id_train_000063,VietMed_011,6.0,0.0,đấy nó đều có thể bị ảnh hưởng đầu tiên nhất là cái dạ dày nó tiếp nhận nó bị ảnh hưởng bởi nó bị viêm nó bị loét và,2,"[{""text"": ""dạ dày"", ""label"": ""ORGAN"", ""score"": 0.997705, ""start"": 52, ""end"": 58}, {""text"": ""viêm"", ""label"": ""DISEASESYMTOM"", ""score"": 0.99796, ""start"": 98, ""end"": 102}]"
